Name,ProductGroup,SKU,May,June,July,August,september,Quantity,Price,LEAD TIME,THRESHOLD VALUE
LINT ROLLER -HAIR REMOVER,GROOMING AND ACCESSORIES,GA0068,1,1,1,5,0,9,60,9,4
PET HAIR TRIMMER D80010,GROOMING AND ACCESSORIES,GA0069,0,1,0,0,1,3,240,9,3
KOJIMA PAW CARE CREAM 15G,GROOMING AND ACCESSORIES,GA0070,0,0,0,0,0,4,230,9,3
KNOTTING COMB BLADE,GROOMING AND ACCESSORIES,GA0071,0,1,0,0,0,3,68,9,3
NOSE AND PAW BALM 40G,GROOMING AND ACCESSORIES,GA0072,0,0,0,1,1,4,160,9,3
BATH NET - CAT SHOWER BAG,GROOMING AND ACCESSORIES,GA0073,0,0,0,0,0,4,220,9,3
TOWEL WITH EARS,GROOMING AND ACCESSORIES,GA0074,0,0,0,0,0,4,190,9,3
QUICK DRYING TOWEL - 2SIDES THICK 50X100CM,GROOMING AND ACCESSORIES,GA0075,0,0,0,0,0,6,230,9,3
ICE HOT COMPRESS,GROOMING AND ACCESSORIES,GA0076,0,0,0,0,0,2,150,9,3
WASHABLE DIAPER - LARGE,GROOMING AND ACCESSORIES,GA0077,0,0,0,0,0,4,240,9,3
WASHABLE DIAPER - MEDIUM,GROOMING AND ACCESSORIES,GA0078,0,0,0,0,0,2,220,9,3
WASHABLE DIAPER - SMALL,GROOMING AND ACCESSORIES,GA0079,0,0,0,1,0,2,190,9,3
EAR COVERS,GROOMING AND ACCESSORIES,GA0080,0,0,0,0,0,4,220,9,3
PET ORAL SPRAY 120ML,GROOMING AND ACCESSORIES,GA0081,0,1,3,0,0,0,130,9,3
COOLING PAD MAT SILK - LARGE,GROOMING AND ACCESSORIES,GA0082,0,0,0,1,1,4,270,9,3
COOLING PAD MAT SILK - MEDIUM,GROOMING AND ACCESSORIES,GA0083,0,0,0,0,2,4,220,9,3
PET DISPOSABLE GLOVE WIPES,GROOMING AND ACCESSORIES,GA0084,0,0,0,0,0,6,145,9,3
DORRIKEY DRY CLEANING POWDER 260G,GROOMING AND ACCESSORIES,GA0085,0,0,4,2,5,11,180,9,4
DISPOSABLE PET FOOT COVERS,GROOMING AND ACCESSORIES,GA0086,0,0,0,0,0,3,120,9,3
RUBBER GLOVES - SHORT,GROOMING AND ACCESSORIES,GA0087,0,0,0,0,2,5,220,9,3
RUBBER GLOVES - LONG,GROOMING AND ACCESSORIES,GA0088,0,0,0,0,0,6,280,9,3
HAIR REMOVAL GLOVES - HRG1,GROOMING AND ACCESSORIES,GA0089,0,0,0,0,3,6,140,9,3
LINT REMOVER FLAT DOUBLE SIDED BRUSH - LRF,GROOMING AND ACCESSORIES,GA0090,0,0,1,0,0,7,70,9,3
70 PRESENT EYE WIPES 150PCS QW 633,GROOMING AND ACCESSORIES,GA0091,0,0,0,0,4,20,95,9,3
PAW CARE PET FOOT CREAM 60G QW613,GROOMING AND ACCESSORIES,GA0092,0,0,0,1,0,4,195,9,3
TICK PICKER REMOVER,GROOMING AND ACCESSORIES,GA0093,0,0,1,0,0,0,70,9,3
GRAIN FORMULA/JONSANTY HAMSTER FOOD 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0001,0,0,0,0,0,0,0,9,3
SMARTHEART RODENT FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0002,0,0,0,0,0,0,96,9,3
HAMSTER CASTLE HAWAII VILLA,HAMSTER / RABBIT / FISH / BIRD,HRB0003,0,1,0,0,0,4,280,9,3
HAMSTER HOUSE -SMALL VILLA,HAMSTER / RABBIT / FISH / BIRD,HRB0004,1,0,0,0,0,2,180,9,3
HAMSTER SLIDE HOUSE - HSH,HAMSTER / RABBIT / FISH / BIRD,HRB0005,0,0,0,0,0,2,130,9,3
HAMSTER SWING,HAMSTER / RABBIT / FISH / BIRD,HRB0006,0,0,0,0,0,0,90,9,3
HAMSTER WATER BOTTLE FEEDER 80ML,HAMSTER / RABBIT / FISH / BIRD,HRB0007,0,0,0,0,0,0,95,9,3
JENECA OXYGEN PUMP AP-980,HAMSTER / RABBIT / FISH / BIRD,HRB0008,0,0,0,0,0,1,280,9,3
SOBO AQUARIUM FILTER PUMP WP-1200F,HAMSTER / RABBIT / FISH / BIRD,HRB0009,0,0,0,0,0,0,170,9,3
SOBO OXYGEN PUMP SB-248A,HAMSTER / RABBIT / FISH / BIRD,HRB0010,0,0,0,1,0,2,250,9,3
FISH FLOATING PELLET 100G PACK,HAMSTER / RABBIT / FISH / BIRD,HRB00105,0,1,0,0,0,9,40,9,3
PORPOISE GOLDFISH PELLETS SLOW SINKING 88G,HAMSTER / RABBIT / FISH / BIRD,HRB00107,0,0,0,0,0,2,110,9,3
INFINITY FISH FOOD FLAKES 25G,HAMSTER / RABBIT / FISH / BIRD,HRB00108,0,1,0,0,0,1,90,9,3
PORPOISE GOLDFISH FLOATING PELLETS 88G,HAMSTER / RABBIT / FISH / BIRD,HRB00109,1,0,0,0,0,0,80,9,3
SOBO SUBMERSIBLE PUMP WP-100D,HAMSTER / RABBIT / FISH / BIRD,HRB0011,0,0,0,0,1,1,250,9,33
PET PAPER COTTON JONSANTY CST344 LEMONGRASS,HAMSTER / RABBIT / FISH / BIRD,HRB0012,0,0,0,0,0,0,130,9,3
PET PAPER COTTON JONSANTY CST347 LAVENDER,HAMSTER / RABBIT / FISH / BIRD,HRB0013,0,0,0,0,0,0,140,9,33
PREMIUM BIRD FOOD MIXED SEEDS AND PELLETS 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0014,0,0,0,0,0,0,98,9,3
BIRD MIXED SEEDS 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0015,0,0,0,0,0,0,70,9,3
R&M BIRD FOOD BL-0101 TIGER SKIN PATTERN BIRD,HAMSTER / RABBIT / FISH / BIRD,HRB0016,0,0,0,0,0,0,100,9,3
AQUA MASTER FISH FOOD 15G,HAMSTER / RABBIT / FISH / BIRD,HRB0017,2,1,0,0,1,10,50,9,3
LUXBER HAMSTER FOOD (REPACK) 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0018,0,0,0,0,0,0,32.5,9,3
LUXBER HAMSTER FOOD 1LB RL-0121,HAMSTER / RABBIT / FISH / BIRD,HRB0019,0,0,0,0,0,0,60,9,3
R&M RM-0110 MINI HAMSTER CEREALS,HAMSTER / RABBIT / FISH / BIRD,HRB0020,0,0,0,0,0,0,35,9,3
R&M RM-0111 HAMSTER CLASSIC CEREAL (454G),HAMSTER / RABBIT / FISH / BIRD,HRB0021,0,0,0,0,0,0,80,9,3
VITAKRAFT HAMSTER 1-KILO PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0022,0,0,0,0,0,0,210,9,3
VITAKRAFT HAMSTER 400G,HAMSTER / RABBIT / FISH / BIRD,HRB0023,0,0,0,0,0,0,110,9,3
BIRD CAGE #1000-1004,HAMSTER / RABBIT / FISH / BIRD,HRB0024,0,0,0,0,0,0,285,9,3
BIRD CAGE #1004,HAMSTER / RABBIT / FISH / BIRD,HRB0025,0,0,0,0,0,0,480,9,3
BIRD CAGE RECTANGLE CST876,HAMSTER / RABBIT / FISH / BIRD,HRB0026,0,0,0,0,0,0,460,9,3
BIRD FEEDER WITH CAGE HOLDER - MEDIUM,HAMSTER / RABBIT / FISH / BIRD,HRB0027,0,0,0,0,0,0,35,9,3
BIRD FEEDER WITH CAGE HOLDER - SMALL,HAMSTER / RABBIT / FISH / BIRD,HRB0028,0,0,0,0,0,0,25,9,3
BIRD FEEDER WITH CAGE HOLDER -LARGE,HAMSTER / RABBIT / FISH / BIRD,HRB0029,0,0,0,0,0,0,45,9,3
BIRD SEEDS AND WATER FEEDER,HAMSTER / RABBIT / FISH / BIRD,HRB0030,0,0,0,0,0,3,85,9,3
BIRD SEEDS MIX REPACK 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0031,0,0,0,0,0,0,60,9,3
DOUBLE DECK HAMSTER CAGE - LARGE,HAMSTER / RABBIT / FISH / BIRD,HRB0032,0,0,0,0,0,0,330,9,3
DOUBLE DECK HAMSTER CAGE - SMALL,HAMSTER / RABBIT / FISH / BIRD,HRB0033,0,0,0,0,0,0,250,9,3
DRIED WORMS REPACK 100G,HAMSTER / RABBIT / FISH / BIRD,HRB0034,0,0,0,0,1,0,55,9,3
EMILY HAMSTER WOOD SHAVINGS 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0035,0,1,2,2,0,11,220,9,4
FULIKAI RABBIT FOOD ADULT 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0036,0,0,0,0,0,4,230,9,3
GRAIN FORMULA/JONSANTY HAMSTER FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0037,0,0,0,0,0,0,84,9,3
HAMSTER BATH SAND,HAMSTER / RABBIT / FISH / BIRD,HRB0038,1,2,0,0,0,-3,120,9,3
HAMSTER BATHROOM TRANSPARENT - LARGE 16X11X11CM,HAMSTER / RABBIT / FISH / BIRD,HRB0039,0,0,0,1,0,0,150,9,3
HAMSTER CAGE - 2 LAYERS,HAMSTER / RABBIT / FISH / BIRD,HRB0040,0,0,0,0,0,1,480,9,3
HAMSTER CAGE - 3 LAYERS,HAMSTER / RABBIT / FISH / BIRD,HRB0041,0,1,0,0,1,0,680,9,3
HAMSTER CAGE -1 LAYER,HAMSTER / RABBIT / FISH / BIRD,HRB0042,0,0,0,0,0,2,390,9,3
HAMSTER CAGE CRYSTAL ACRYLIC TRANSPARENT - 2 LAYERS,HAMSTER / RABBIT / FISH / BIRD,HRB0043,1,0,0,0,0,1,1300,9,3
HAMSTER CLAMP RAT PICKER CLAMP,HAMSTER / RABBIT / FISH / BIRD,HRB0044,0,0,0,0,0,4,99,9,3
HAMSTER POTTY,HAMSTER / RABBIT / FISH / BIRD,HRB0045,0,0,0,0,0,0,80,9,3
HAMSTER RUNNING BALL - LARGE,HAMSTER / RABBIT / FISH / BIRD,HRB0046,0,0,1,0,0,4,120,9,3
HAMSTER RUNNING WHEEL - LARGE,HAMSTER / RABBIT / FISH / BIRD,HRB0047,0,2,0,0,0,-2,160,9,3
HAMSTER SAWDUST NATURAL WOOD CHIPS BEDDING,HAMSTER / RABBIT / FISH / BIRD,HRB0048,0,0,0,0,0,0,168,9,3
HAMSTER SAWDUST PREMIUM WOODSHAVINGS 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0049,1,1,1,0,0,1,120,9,3
HAMSTER SILENT RUNNING WHEELS 11CM,HAMSTER / RABBIT / FISH / BIRD,HRB0050,0,0,0,0,2,3,230,9,3
HAMSTER SILENT RUNNING WHEELS 14CM,HAMSTER / RABBIT / FISH / BIRD,HRB0051,0,0,0,0,0,0,260,9,3
HAMSTER SILENT RUNNING WHEELS 16CM,HAMSTER / RABBIT / FISH / BIRD,HRB0052,0,0,0,0,0,0,280,9,3
HAMSTER TOILET WITH DOOR,HAMSTER / RABBIT / FISH / BIRD,HRB0053,0,0,0,0,0,0,59,9,3
HAMSTER TOILET WITH SHOVEL,HAMSTER / RABBIT / FISH / BIRD,HRB0054,0,0,0,0,0,0,79,9,3
HAMSTER WATER BOTTLE FEEDER 250ML,HAMSTER / RABBIT / FISH / BIRD,HRB0055,0,0,0,0,0,0,45,9,3
HAMSTER WHEEL TRANSPARENT,HAMSTER / RABBIT / FISH / BIRD,HRB0056,1,0,0,0,0,-1,95,9,3
HAMSTER WHEELS,HAMSTER / RABBIT / FISH / BIRD,HRB0057,0,0,0,0,0,0,85,9,3
JONSANTY ASSORTED FRUITS SNACK FOOD 500ML/G,HAMSTER / RABBIT / FISH / BIRD,HRB0058,0,0,0,0,0,0,110,9,3
JONSANTY BREADWORM - DRY WORM SNACK FOOD 500ML/G,HAMSTER / RABBIT / FISH / BIRD,HRB0059,0,0,0,0,0,0,85,9,3
JONSANTY GRAIN FORMULA HAMSTER FOOD 2LB,HAMSTER / RABBIT / FISH / BIRD,HRB0060,0,0,0,0,0,0,165,9,3
JONSANTY HAMSTER FOOD 1LB,HAMSTER / RABBIT / FISH / BIRD,HRB0061,0,0,0,0,0,0,112,9,3
NUTRIBIT PREMIUM RABBIT BREEDER PELLET 1KG REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0062,1,0,1,1,0,-1,130,9,3
PREMIUM BIRD FOOD MIXED SEEDS AND PELLETS 250G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0063,0,0,0,0,0,0,44,9,3
REP-CAL TORTOISE TURTLE FOOD 170G,HAMSTER / RABBIT / FISH / BIRD,HRB0064,0,0,0,1,0,0,190,9,3
SHOWA TURTLE PELLET 30G,HAMSTER / RABBIT / FISH / BIRD,HRB0065,3,0,1,0,0,9,75,9,3
SMARTHEART RODENT FOOD 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0066,0,0,0,0,0,0,78,9,3
VERSELE-LAGA CRISPY NUESLU HAMSTER FOOD 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0067,1,0,1,0,0,-1,260,9,3
VITACKRAFT MENU REPACK - RABBIT FOOD 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0068,0,0,0,0,0,0,63,5,3
GRASS STICKS 1PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0069,0,0,0,0,0,0,130,5,3
LUXBER LU101 FORMULA  RABBIT FOOD,HAMSTER / RABBIT / FISH / BIRD,HRB0070,0,0,0,0,0,0,50,5,3
LUXBER VITAFUL FORMULA RABBIT FOOD POUCH 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0071,0,0,0,0,0,0,30,5,3
R&M CLASSIC DAILY RABBIT FOOD 454G,HAMSTER / RABBIT / FISH / BIRD,HRB0072,0,0,0,0,0,0,50,5,3
R&M RL-101 DIGESTANT RABBIT FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0073,0,0,0,0,0,0,80,5,3
VITAKRAFT MENU RABBIT FOOD 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0074,0,0,0,0,0,0,320,5,3
PORPOISE KOI FOOD 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0075,0,0,3,0,1,1,320,5,3
PORPOISE AROWANA FISH FOOD 125G,HAMSTER / RABBIT / FISH / BIRD,HRB0076,1,0,1,0,1,2,258,5,3
BONUSES KOI FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0077,1,1,0,1,0,1,220,5,3
TATEH FISH FOOD SINKER PELLETS PO3/PO4 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0078,0,0,0,0,0,8,170,5,3
FOOD DISPENSER FOR SMALL PETS,HAMSTER / RABBIT / FISH / BIRD,HRB0079,0,1,0,0,0,0,190,5,3
BIRD SEEDS MIX -BIG,HAMSTER / RABBIT / FISH / BIRD,HRB0080,0,0,1,0,0,4,120,5,3
BIRD SEEDS MIX - SMALL,HAMSTER / RABBIT / FISH / BIRD,HRB0081,0,0,0,0,0,1,60,5,3
BIRD PREMIUM MIXED SEEDS AND PELLETS,HAMSTER / RABBIT / FISH / BIRD,HRB0082,1,2,0,0,0,4,140,5,3
HAMSTER WARMNEST,HAMSTER / RABBIT / FISH / BIRD,HRB0083,0,0,1,0,0,4,195,5,3
HANGING WHITE STONE MOLAR CHEWING - 1L,HAMSTER / RABBIT / FISH / BIRD,HRB0084,0,0,0,0,0,1,95,5,3
HANGING WHITE STONE MOLAR CHEWING FOR BIRDS AND HAMSTER - 2L,HAMSTER / RABBIT / FISH / BIRD,HRB0085,0,0,0,0,0,2,130,5,3
WHITE STONE CUBE MOLAR TEETHING,HAMSTER / RABBIT / FISH / BIRD,HRB0086,2,0,3,0,0,4,25,5,3
HAMSTER HARNESS ALL SIZE,HAMSTER / RABBIT / FISH / BIRD,HRB0087,0,0,0,0,0,3,230,5,3
HAMSTER BATHTUB CLEAR ELEVATED,HAMSTER / RABBIT / FISH / BIRD,HRB0088,0,1,0,0,0,3,230,5,3
HAMSTER BATHROOM DETACHABLE,HAMSTER / RABBIT / FISH / BIRD,HRB0089,0,0,0,0,0,2,170,5,3
GRASS STICKS BY PC,HAMSTER / RABBIT / FISH / BIRD,HRB0090,2,3,3,0,0,22,10,5,4
HAMSTER HAMMOCK - L,HAMSTER / RABBIT / FISH / BIRD,HRB0091,0,0,0,0,0,3,250,5,3
HAMSTER HAMMOCK - XS,HAMSTER / RABBIT / FISH / BIRD,HRB0092,0,0,0,1,0,2,160,5,3
HAMSTER TUNNEL - L,HAMSTER / RABBIT / FISH / BIRD,HRB0093,0,0,0,0,0,2,180,5,3
HAMSTER TUNNEL - M,HAMSTER / RABBIT / FISH / BIRD,HRB0094,0,0,0,0,0,2,160,5,3
HAMSTER WINDMILL LARGE,HAMSTER / RABBIT / FISH / BIRD,HRB0095,2,0,0,0,0,-2,190,5,3
HAMSTER TREAT DRIED FRUIT APPLE GRAINS IN JAR,HAMSTER / RABBIT / FISH / BIRD,HRB0096,0,0,1,0,1,1,180,5,3
ORIENTAL BLEND MIX OF SEEDS - BIRD FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0097,0,0,0,0,0,-3,250,5,3
SALLY HAMSTER FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0098,1,1,0,0,1,-2,180,5,3
SMARTHEART RABBIT FOOD 500G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0099,0,1,2,0,0,4,130,5,3
SMARTHEART RABBIT FOOD 250G PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0100,0,0,0,0,0,0,78,5,3
SEAFOOD HAMSTER FOOD MIX 400G,HAMSTER / RABBIT / FISH / BIRD,HRB0101,0,3,1,4,2,-4,168,5,4
CRISPY MUESLI HAMSTER FOOD 1KILO,HAMSTER / RABBIT / FISH / BIRD,HRB0102,0,0,0,2,0,0,260,5,3
CRISPY MUESLI RABBITS 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0103,1,3,1,1,0,1,250,5,3
RODENT FOOD PELLETS 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0104,0,0,0,0,0,0,190,5,3
HAMSTER SAND BATH 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0105,1,0,0,0,1,-1,120,5,3
PORPOISE COLOR ENHANCER FOOD 200G,HAMSTER / RABBIT / FISH / BIRD,HRB0106,1,0,0,1,0,1,120,5,3
HAMSTER BATH SAND 1KG ANY SCENT CHINESE PRINT,HAMSTER / RABBIT / FISH / BIRD,HRB0107,0,2,2,1,0,20,190,5,3
JONSANTY HAMSTER BATHING SAND POWDER 100G,HAMSTER / RABBIT / FISH / BIRD,HRB0108,0,0,0,0,1,4,180,5,3
HAMSTER DRY CLEANING BATH SAND,HAMSTER / RABBIT / FISH / BIRD,HRB0109,1,0,2,4,2,7,140,5,4
HAMSTER FOOD DISPENCER 300ML,HAMSTER / RABBIT / FISH / BIRD,HRB0110,0,0,0,0,0,0,190,5,3
RODENT MINT GRASS GREEN BISCUIT TREAT -1PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0111,2,0,0,0,0,7,30,5,3
HAMSTER TUNNEL SET PACK CLEAR PLASTIC,HAMSTER / RABBIT / FISH / BIRD,HRB0112,0,0,1,1,0,4,250,5,3
HAMSTER WATER DISPENSER NOZZLE SET 80ML,HAMSTER / RABBIT / FISH / BIRD,HRB0113,1,0,0,0,0,0,150,5,3
HAMSTER BATH TUB BOX- SMALL,HAMSTER / RABBIT / FISH / BIRD,HRB0114,0,1,0,2,0,2,60,5,3
HAMSTER WHEEL A,HAMSTER / RABBIT / FISH / BIRD,HRB0115,1,0,0,0,0,2,160,5,3
HAMSTER WHEEL B,HAMSTER / RABBIT / FISH / BIRD,HRB0116,0,0,0,0,0,1,95,5,3
SMALL PETS HANGING SWING,HAMSTER / RABBIT / FISH / BIRD,HRB0117,0,0,0,1,0,2,80,5,3
SMALL PETS - HAMSTER BISCUITS SHAPE,HAMSTER / RABBIT / FISH / BIRD,HRB0118,0,0,0,0,0,1,100,5,3
VITAKRAFT MENU BIRD FOOD 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0119,0,0,0,0,0,0,320,5,3
MAISA / MEFO EISEN WOOD SHAVINGS 1000G,HAMSTER / RABBIT / FISH / BIRD,HRB0120,1,9,1,4,2,9,195,5,5
DRIED WORMS 250G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0121,1,0,2,1,0,2,196,5,3
DRIED WORMS 100G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0122,1,2,7,0,1,3,90,5,4
DRIED BLACK SOLDIER FLY LARVAE 250G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0123,1,0,2,1,0,2,180,5,3
DRIED BLACK SOLDIER FLY LARVAE 100G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0124,0,1,2,6,0,9,85,5,4
PET SNACKS GOATMILL PUDDING,HAMSTER / RABBIT / FISH / BIRD,HRB0125,0,3,0,0,0,0,140,5,3
MEAT STRIPS HAMSTER TREAT 1PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0126,0,0,0,1,0,5,120,5,3
VITAKRAFT MENU VITAL RABBIT FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0127,0,0,1,0,0,8,185,5,3
SMARTHEART RABBIT FEED ADULT 3KLS PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0128,0,0,1,0,0,0,680,5,3
BETTA FISH TANK SMALL - FT1,HAMSTER / RABBIT / FISH / BIRD,HRB0129,0,0,0,0,1,2,780,5,3
6IN1 TURTLE FOOD 1000ML,HAMSTER / RABBIT / FISH / BIRD,HRB0140,0,0,0,0,0,1,295,5,3
DESKTOP FISH TANK DFT,HAMSTER / RABBIT / FISH / BIRD,HRB0141,0,0,0,0,1,4,990,5,3
HAMSTER CAGE CLEAR ACRYLIC - HWA,HAMSTER / RABBIT / FISH / BIRD,HRB0142,0,0,0,0,0,4,1780,5,3
AUTOMATIC ACRYLIC WATER FOUNTAIN - SMALL AAF 1.5L,HAMSTER / RABBIT / FISH / BIRD,HRB0143,0,0,2,0,0,1,320,5,3
HAMSTER HOUSE COTTON,HAMSTER / RABBIT / FISH / BIRD,HRB0144,0,0,0,0,0,4,230,5,3
HAMSTER VILLA BLUE HOUSE -BH,HAMSTER / RABBIT / FISH / BIRD,HRB0145,0,0,0,0,0,2,230,5,3
ANGELTRAFFY HAMSTER TREATS FOOD MIX 50G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0146,0,0,5,1,0,2,60,5,3
JONSANTY  ASSORTED FRUITS CST041 450ML,HAMSTER / RABBIT / FISH / BIRD,HRB0147,0,0,0,0,0,4,190,5,3
JONSANTY MIXED VEGETA SNACKS 450ML CST042,HAMSTER / RABBIT / FISH / BIRD,HRB0148,0,0,0,0,0,4,180,5,3
JONSANTY SUNFLOWER SEEDS 450ML CST013,HAMSTER / RABBIT / FISH / BIRD,HRB0149,0,0,0,0,0,2,140,5,3
JONSANTY HAMSTER FEED 450ML CST100,HAMSTER / RABBIT / FISH / BIRD,HRB0150,0,0,1,1,0,2,130,5,3
BLUE DISENFECTANT SPRAY BOTTLE 500ML,DISINFECTANT - KENNEL CARE,KC0001,0,0,0,0,0,0,96.25,5,3
PROLIFIC KENNEL CARE 75ML,DISINFECTANT - KENNEL CARE,KC0002,0,0,0,0,0,0,40.75,5,3
PROLIFIC KENNEL CARE 500ML,DISINFECTANT - KENNEL CARE,KC0003,5,0,1,0,0,8,260,5,3
PROLIFIC KENNEL CARE 1000ML,DISINFECTANT - KENNEL CARE,KC0004,0,0,0,1,0,10,390,5,3
BIOLINE PUPPY TRAINING SPRAY 120ML,DISINFECTANT - KENNEL CARE,KC0005,2,0,0,2,2,6,160,5,3
BIOLINE PUPPY TRAINING 50ML,DISINFECTANT - KENNEL CARE,KC0006,0,0,0,0,2,12,130,5,3
RPETS JOLLY POTTY TRAINING,DISINFECTANT - KENNEL CARE,KC0007,0,0,0,0,0,0,135,5,3
TRAINING SPRAY - GO HERE SPRAY 60ML,DISINFECTANT - KENNEL CARE,KC0008,0,3,0,1,0,5,120,5,3
GFUR CARE KENNEL CARE LIQUID DISINFECTANT,DISINFECTANT - KENNEL CARE,KC0009,0,1,1,6,2,11,180,15,3
ASSORTED MEDIUM COLLAR,LEASH AND COLLARS,LC0001,0,0,2,0,0,3,65,16,3
COTTON MESH MUZZLE,LEASH AND COLLARS,LC0002,0,0,0,0,0,0,112,16,3
PLASTIC MUZZLE WITH LEATHER STRAP #1,LEASH AND COLLARS,LC0003,0,1,2,1,0,6,95,16,3
PLASTIC MUZZLE WITH LEATHER STRAP #2,LEASH AND COLLARS,LC0004,0,1,1,2,0,1,120,16,3
PLASTIC MUZZLE WITH LEATHER STRAP #3,LEASH AND COLLARS,LC0005,2,2,1,2,1,2,150,16,4
PLASTIC MUZZLE WITH LEATHER STRAP #4,LEASH AND COLLARS,LC0006,2,2,3,0,1,2,175,16,4
PLASTIC MUZZLE WITH LEATHER STRAP #5,LEASH AND COLLARS,LC0007,2,0,1,1,0,1,195,16,4
PLASTIC MUZZLE WITH LEATHER STRAP #6,LEASH AND COLLARS,LC0008,0,1,1,0,0,2,180,16,3
PLASTIC MUZZLE WITH LEATHER STRAP #7,LEASH AND COLLARS,LC0009,0,0,1,1,0,4,210,16,3
ADJUSTABLE COLLAR 1.5CM,LEASH AND COLLARS,LC0010,0,0,0,0,0,0,13,16,3
ADJUSTABLE COLLAR 1CM,LEASH AND COLLARS,LC0011,0,0,0,0,0,0,12,16,3
ADJUSTABLE COLLAR 2CM,LEASH AND COLLARS,LC0012,0,0,0,0,0,0,18,16,3
ADJUSTABLE PRINTED COLLAR 1.5CM,LEASH AND COLLARS,LC0013,0,0,0,0,0,0,14,16,3
ADJUSTABLE PRINTED COLLAR 1CM,LEASH AND COLLARS,LC0014,0,0,0,0,0,0,11,16,3
ASSORTED SMALL COLLAR WITH BELL,LEASH AND COLLARS,LC0015,20,62,39,45,41,26,50,16,17
BELT COLLAR WITH FOAM L,LEASH AND COLLARS,LC0016,1,1,0,0,0,10,120,16,3
BELT COLLAR WITH FOAM M,LEASH AND COLLARS,LC0017,1,0,1,0,0,10,95,16,3
BELT COLLAR WITH FOAM S,LEASH AND COLLARS,LC0018,0,0,0,0,0,0,80,16,3
BELT COLLAR WITH FOAM XS,LEASH AND COLLARS,LC0019,0,0,0,0,0,0,18,16,3
BROWN LEATHER COLLAR - LARGE,LEASH AND COLLARS,LC0020,0,0,0,0,0,0,40,16,3
BROWN LEATHER COLLAR - MEDIUM,LEASH AND COLLARS,LC0021,0,0,0,0,0,0,30,16,3
BROWN LEATHER COLLAR -SMALL,LEASH AND COLLARS,LC0022,0,0,0,0,0,0,23,16,3
CHAIN NECKLACE PET COLLAR,LEASH AND COLLARS,LC0023,0,0,0,0,0,0,39,16,3
CHECKERED RIBBON COLLAR,LEASH AND COLLARS,LC0024,0,0,0,0,0,0,22,16,3
DENIM COLLAR - MEDIUM,LEASH AND COLLARS,LC0025,0,0,0,0,0,0,25,16,3
DENIM COLLAR - SMALL,LEASH AND COLLARS,LC0026,0,0,0,0,0,0,22,16,3
FISH DESIGN COLLAR,LEASH AND COLLARS,LC0027,0,0,0,0,0,0,22,16,3
GLITTERED COLLAR,LEASH AND COLLARS,LC0028,0,0,0,0,0,0,12,16,3
HANDMADE REGULAR COLLAR - M,LEASH AND COLLARS,LC0029,0,0,0,0,0,0,25,16,3
HANDMADE REGULAR COLLAR - S,LEASH AND COLLARS,LC0030,0,0,0,1,0,3,50,16,3
HD BELT COLLAR - LARGE,LEASH AND COLLARS,LC0031,0,0,0,0,0,6,120,16,3
HD BELT COLLAR - MEDIUM,LEASH AND COLLARS,LC0032,0,1,0,0,0,-1,90,16,3
HD COLLAR WITH BELL - L,LEASH AND COLLARS,LC0033,0,0,0,0,0,0,40,16,3
